Region,Region Name,Building Code,Region,Building Name,Building Address 1,Building Address 2,City,State,Zip,County,Municipality,Country,Latitude,Longitude,Ownership,Building Status,Building Class,Primary Use,Employees,,Seating Capacity,Estimated GSF,
R13,TERRITORY 13 Northern NJ - Eastern PA,J020,13,Nutley,495 Franklin Ave,,Nutley,NJ,07110-1719,Essex County,Township of Nutley,United States of America,40.823405,-74.155863,Owned,Active,Retail,Bank Branch with Drive In,6,each,0,6614,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J063,13,Orange NJ,410 Main St,,Orange,NJ,07050-2707,Essex County,City of Orange Township,United States of America,40.773616,-74.233557,Groundlease,Active,Retail,Bank Branch,9,each,0,10774,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J469,13,Palisades Park,264-266 Broad Ave,,Palisades Park,NJ,07650-1597,Bergen County,Borough of Palisades Park,United States of America,40.847397,-73.998035,Owned,Active,Retail,Bank Branch,11,each,0,10600,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N604,13,Palmer,2925 William Penn Hwy,,Easton,PA,18045-5283,Northampton County,Palmer Township,United States of America,40.680029,-75.256913,Leased,Active,Retail,Bank Branch,8,each,0,6190.2,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J486,13,Park,321 E 33rd St,,Paterson,NJ,07504-1638,Passaic County,City of Paterson,United States of America,40.913036,-74.142758,Groundlease,Active,Retail,Bank Branch,8,each,0,5247,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J051,13,Park Plaza - 1140 Raymond Blvd,1140 Raymond Blvd,,Newark,NJ,07102-4204,Essex County,City of Newark,United States of America,40.736629,-74.168461,Leased,Active,Retail,Bank Branch,8,each,0,4546,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J431,13,Passaic,629 Main Ave,,Passaic,NJ,07055-4919,Passaic County,City of Passaic,United States of America,40.860237,-74.12571,Leased,Active,Retail,Bank Branch,13,each,0,6935.84,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J441,13,Paterson,129 Market St,,Paterson,NJ,07505-1412,Passaic County,City of Paterson,United States of America,40.91655,-74.172692,Leased,Active,Retail,Bank Branch,10,each,0,6000,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N145,13,Peckville,533 Main St,,Peckville,PA,18452-2411,Lackawanna County,Blakely Borough,United States of America,41.480104,-75.576278,Owned,Active,Retail,Bank Branch,8,each,0,13880,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N230,13,Pen Argyl,1 N Robinson Ave,,Pen Argyl,PA,18072-1452,Northampton County,PEN ARGYL BORO,United States of America,40.868636,-75.25504,Owned,Active,Retail,Bank Branch,8,each,0,9778,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J479,13,Pequannock Twp,588 Newark Pompton Tpke,,Pompton Plains,NJ,07444-1719,Morris County,PEQUANNOCK TOWNSHIP,United States of America,40.967813,-74.29564,Groundlease,Active,Retail,Bank Branch,8,each,0,5923,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N504,13,Plains,14 N Main St,,Plains,PA,18705-1504,Luzerne County,PLAINS TOWNSHIP,United States of America,41.275915,-75.850187,Owned,Active,Retail,Bank Branch,6,each,0,3746,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N415,13,Plaza on 8th,1481 8th Ave,,Bethlehem,PA,18018-2256,Northampton County,Bethlehem City,United States of America,40.63371,-75.395529,Leased,Active,Retail,Bank Branch with Drive In,10,each,0,3710,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J074,13,Pleasantdale,501 Pleasant Valley Way,,West Orange,NJ,07052-2801,Essex County,Township of West Orange,United States of America,40.809161,-74.261061,Groundlease,Active,Retail,Bank Branch,9,each,0,3360,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N220,13,Pocono Pines,1950 Route 940,HC 89 Box 450,Pocono Pines,PA,18350-9801,Monroe County,TOBYHANNA TOWNSHIP,United States of America,41.10839,-75.49783,Owned,Active,Retail,Bank Branch,5,each,0,1919,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J180,13,Pompton Plains Stop and Shop,500 State Road 23,,Pompton Plains,NJ,07444-8345,Morris County,Pequannock Township,United States of America,40.967804,-74.283218,Leased,Active,Retail,In-Store Branch,4,each,0,500,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J028,13,Port Authority - New York,625 8TH Ave,Ste 120 - North Wing,New York,NY,10018-3994,New York County,New York City,United States of America,40.756195,-73.990609,Leased,Active,Retail,Bank Branch,15,each,0,4910,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N536,13,Portland PA,401 Delaware Ave,PO Box 298,Portland,PA,18351-9900,Northampton County,Portland Borough,United States of America,40.921757,-75.096258,Owned,Active,Retail,Bank Branch,4,each,0,15059,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J413,13,Ridgefield NJ,745 Bergen Blvd,,Ridgefield,NJ,07657-1428,Bergen County,Borough of Ridgefield,United States of America,40.833048,-73.991462,Owned,Active,Retail,Bank Branch,6,each,0,5075,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J442,13,Ridgewood,41 Oak St,,Ridgewood,NJ,07450-3805,Bergen County,Village of Ridgewood,United States of America,40.980448,-74.117621,Groundlease,Active,Retail,Bank Branch,15,each,0,3100,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J091,13,River Dell,915 Kinderkamack Rd,,River Edge,NJ,07661-2309,Bergen County,Borough of River Edge,United States of America,40.939418,-74.030819,Groundlease,Active,Retail,Bank Branch,7,each,0,4125,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J829,13,River Road,7800 River Rd,,North Bergen,NJ,07047-6245,Hudson County,Township of North Bergen,United States of America,40.795825,-73.996604,Leased,Active,Retail,Bank Branch with Drive In,7,each,0,3600,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J165,13,Rockaway Town Square,339 Mount Hope Ave,,Rockaway,NJ,07866-1645,Morris County,Rockaway Borough,United States of America,40.906689,-74.546996,Groundlease,Active,Retail,Bank Branch,13,each,0,3650,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J090,13,Route 4,1050 Main St,,River Edge,NJ,07661-2012,Bergen County,Borough of River Edge,United States of America,40.910688,-74.039848,Owned,Active,Retail,Bank Branch,4,each,0,6977,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N526,13,Scott Township,1008 Columbia Blvd,(New Berwick Highway),Bloomsburg,PA,17815-8845,Columbia County,SCOTT TOWNSHIP,United States of America,41.005596,-76.433887,Owned,Active,Retail,Bank Branch,7,each,0,3460,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J452,13,Secaucus,100 Plaza Ctr,,Secaucus,NJ,07094-3545,Hudson County,Town of Secaucus,United States of America,40.790706,-74.056841,Leased,Active,Retail,Bank Branch,10,each,0,3940,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N460,13,South Allentown,730 W Emmaus Ave,,Allentown,PA,18103-6722,Allegheny County,SOUTH ALLENTOWN,United States of America,40.574174,-75.462006,Leased,Active,Retail,Bank Branch,9,each,0,2727,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N107,13,South Bethlehem,901 Evans St,,Bethlehem,PA,18015-1956,Northampton County,Bethlehem City,United States of America,40.612038,-75.365967,Groundlease,Active,Retail,Bank Branch with Drive In,9,each,0,3710,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J059,13,South Orange,76 S Orange Ave,,South Orange,NJ,07079-1935,Essex County,Township of South Orange Village,United States of America,40.745601,-74.257898,Leased,Active,Retail,Bank Branch,13,each,0,8517,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N135,13,South Scranton,1100 S Washington Ave,,Scranton,PA,18505-1532,Lackawanna County,SCRANTON CITY,United States of America,41.398634,-75.674315,Groundlease,Active,Retail,Bank Branch,6,each,0,4242,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N122,13,Southmont,4422 Southmont Way,,Easton,PA,18045-4703,Northampton County,City of Easton,United States of America,40.655074,-75.285462,Groundlease,Active,Retail,Bank Branch,11,each,0,3650,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J177,13,Sparta,19 Mohawk Ave,Route 181 & Mohawk Avenue,Sparta,NJ,07871-1808,Sussex County,SPARTA TOWNSHIP,United States of America,41.033311,-74.639068,Owned,Active,Retail,Bank Branch,11,each,0,4800,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J228,13,Sparta Stop n Shop,5 Town Center Drive,,Sparta,NJ,07871-1821,Sussex County,Sparta Township,United States of America,41.038932,-74.641788,Leased,Active,Retail,In-Store Branch,5,each,0,579,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N518,13,Stroud Township,1110 N 9th St,,Stroudsburg,PA,18360-1102,Monroe County,STROUD TOWNSHIP,United States of America,40.988961,-75.219417,Owned,Active,Retail,Bank Branch,11,each,0,5000,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N205,13,Stroudsburg,43 N 6th St,,Stroudsburg,PA,18360-2124,Monroe County,Stroudsburg Borough,United States of America,40.986392,-75.193581,Owned,Active,Retail,Bank Branch,6,each,0,9072,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N250,13,Tannersville,2856 Route 611,Old Mill Road,Tannersville,PA,18372-7803,Monroe County,Pocono Township,United States of America,41.039871,-75.305862,Groundlease,Active,Retail,Bank Branch,9,each,0,2644.28,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J404,13,Tenafly,16 Highwood Ave,,Tenafly,NJ,07670-1864,Bergen County,Borough of Tenafly,United States of America,40.925971,-73.963246,Groundlease,Active,Retail,Bank Branch,11,each,0,9000,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J438,13,Thirty-First Street,808 Market Street,,Paterson,NJ,07513-1245,Passaic County,City of Paterson,United States of America,40.905266,-74.146857,Owned,Active,Retail,Bank Branch,8,each,0,5165,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N530,13,Throop,224 Dunmore St,,Throop,PA,18512-1400,Lackawanna County,Throop Borough,United States of America,41.443477,-75.616079,Owned,Active,Retail,Bank Branch,6,each,0,7339,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N450,13,Tilghman Square,4602 Broadway,,Allentown,PA,18104-3214,Allegheny County,City of Allentown,United States of America,40.588241,-75.558006,Groundlease,Active,Retail,Bank Branch,8,each,0,3030,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J468,13,Township Of Washington,277 Pascack Rd,,Washington Township,NJ,07676-4809,Bergen County,Township of Washington,United States of America,40.985451,-74.063841,Leased,Active,Retail,Bank Branch,6,each,0,1764.18,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J208,13,Union Stop n Shop - 852,1201 Stuyvesant Ave,,Union,NJ,07083-3821,Hunterdon County,Township of Union,United States of America,40.69834,-74.266735,Leased,Active,Retail,In-Store Branch,5,each,0,438.47,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J086,13,Upper Montclair,636 Valley Rd,,Upper Montclair,NJ,07043-1421,Essex County,MONTCLAIR TOWNSHIP,United States of America,40.842896,-74.208196,Owned,Active,Retail,Bank Branch,8,each,0,3314.77,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J037,13,Vernon Township,59 Route 94,PO Box 777,McAfee,NJ,7428,Sussex County,VERNON TOWNSHIP,United States of America,41.178735,-74.539059,Owned,Active,Retail,Bank Branch,6,each,0,2846,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N120,13,Viewmont Mall,100 Viewmont Mall,Scranton/Carbondale Highway,Scranton,PA,18508-1306,Lackawanna County,Dickson City Borough,United States of America,41.460454,-75.655686,Leased,Active,Retail,Bank Branch,5,each,0,5050,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J132,13,Wanaque Stop n Shop - 860,4 Union Ave,,Wanaque,NJ,07420-1525,Passaic County,Borough of Wanaque,United States of America,41.017732,-74.297086,Leased,Active,Retail,In-Store Branch,3,each,0,321.04,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J176,13,Water St (Newton),136 Water St & Hwy 206 N,,Newton,NJ,07860-1415,Sussex County,Town of Newton,United States of America,41.065782,-74.746547,Groundlease,Active,Retail,Bank Branch,7,each,0,1844,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J428,13,Wayne NJ,580 Valley Rd,,Wayne,NJ,07470-3550,Passaic County,Township of Wayne,United States of America,40.931034,-74.227755,Leased,Active,Retail,Bank Branch,12,each,0,1670.05,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J185,13,Wayne Stop n Shop - 888,1220 Hamburg Tpke,47 Preakness Shopping Center,Wayne,NJ,07470-5057,Passaic County,Township of Wayne,United States of America,40.961043,-74.24423,Leased,Active,Retail,In-Store Branch,3,each,0,717.73,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J088,13,West Caldwell Stop n Shop,875 Bloomfield Ave,,West Caldwell,NJ,07006-7102,Essex County,Township of West Caldwell,United States of America,40.851562,-74.29888,Leased,Active,Retail,In-Store Branch,4,each,0,891,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J082,13,West Essex,909 Bloomfield Ave,,West Caldwell,NJ,07006-7128,Essex County,Township of West Caldwell,United States of America,40.852096,-74.300379,Groundlease,Active,Retail,Bank Branch,12,each,0,5972,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J454,13,West New York,150 60th St,,West New York,NJ,07093-2823,Hudson County,Town of West New York,United States of America,40.786096,-74.010324,Owned,Active,Retail,Bank Branch,8,each,0,6162,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J073,13,West Orange,30 Main St,,West Orange,NJ,07052-5312,Essex County,Township of West Orange,United States of America,40.776835,-74.239297,Groundlease,Active,Retail,Bank Branch,8,each,0,9434,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J484,13,West Paterson,1260 McBride & Lackawanna Ave,,Woodland Park,NJ,07424-2536,Passaic County,Borough of Woodland Park,United States of America,40.890377,-74.216235,Groundlease,Active,Retail,Bank Branch,7,each,0,3750,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N541,13,West Pittston,501 Wyoming Ave,,West Pittston,PA,18643-2715,Luzerne County,WEST PITTSTON BORO,United States of America,41.32644,-75.800775,Owned,Active,Retail,Bank Branch,8,each,0,5366,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N125,13,West Scranton Office,136 S Main Ave,,Scranton,PA,18504-2491,Lackawanna County,SCRANTON CITY,United States of America,41.411795,-75.681231,Owned,Active,Retail,Bank Branch,8,each,0,12000,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J443,13,Westside,405 Van Houten Ave,Van Houten Avenue & Broadway,Passaic,NJ,07055-2639,Passaic County,City of Passaic,United States of America,40.853126,-74.139697,Owned,Active,Retail,Bank Branch,5,each,0,6658.04,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J467,13,Westwood,36 Bergen St,,Westwood,NJ,07675-2201,Bergen County,Borough of Westwood,United States of America,40.991435,-74.029388,Groundlease,Active,Retail,Bank Branch,5,each,0,10400,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N507,13,White Haven,15 Berwick St,,White Haven,PA,18661-1520,Luzerne County,WHITE HAVEN BORO,United States of America,41.061293,-75.771399,Owned,Active,Retail,Bank Branch,8,each,0,4925,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,N325,13,Wilkes Barre Township,960 Schechter Dr,,Wilkes-Barre,PA,18702-6781,Luzerne County,WILKES-BARRE TOWNSHIP,United States of America,41.236398,-75.855431,Owned,Active,Retail,Bank Branch with Drive In,10,each,0,4619.49,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J083,13,Wilson Avenue,84 Wilson Ave,,Newark,NJ,07105-3330,Essex County,City of Newark,United States of America,40.725551,-74.153439,Owned,Active,Retail,Bank Branch,6,each,0,5000,square-feet
R13,TERRITORY 13 Northern NJ - Eastern PA,J227,13,Wyckoff Stop n Shop - 825,327 Franklin Ave,,Wyckoff,NJ,07481-2041,Bergen County,Township of Wyckoff,United States of America,41.010585,-74.166672,Leased,Active,Retail,In-Store Branch,5,each,0,837.47,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,B297,14,7th and Vine,632 Vine St,,Cincinnati,OH,45202-2425,Hamilton County,City of Cincinnati,United States of America,39.10302,-84.51308,Leased,Active,Retail,Bank Branch,5,each,0,5400,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,B223,14,Airway,182 Woodman Dr,,Dayton,OH,45431-1423,Montgomery County,City of Riverside,United States of America,39.7672,-84.1231,Leased,Active,Retail,Bank Branch,6,each,0,4500,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,K285,14,Alexandria KY,8210 E Main St,,Alexandria,KY,41001-1394,Campbell County,City of Alexandria,United States of America,38.9315,-84.3884,Owned,Active,Retail,Bank Branch,8,each,0,4900,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,B073,14,Anderson Towne Center,7500 Beechmont Ave,,Cincinnati,OH,45255-4206,Hamilton County,Anderson Township,United States of America,39.072737,-84.349222,Leased,Active,Retail,Bank Branch,14,each,0,4316,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,YA08,14,ATM-Airway-NC9110,118 Woodman Dr,,Dayton,OH,45431-1423,Montgomery County,Unknown,United States of America,39.7672,-84.1231,Leased,Active,ATM,ATM,0,each,0,48,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,YA09,14,ATM-Alex Bell - NC9222,2900 W Alex Bell Rd,,Dayton,OH,45459-1128,Montgomery County,Unknown,United States of America,39.672982,-84.220233,Owned,Active,ATM,ATM,0,each,0,113,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,A033,14,ATM-Cincinnati Zoo,3400 Vine St,,Cincinnati,OH,45220-1333,Hamilton County,City of Cincinnati,United States of America,39.142516,-84.509307,Groundlease,Active,ATM,ATM,0,each,0,48,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,YA17,14,ATM-Colonel Glen ATM - NC9218,4048 Col Glen Rd,Lot #42,Beavercreek,OH,45431-1602,Greene County,Unknown,United States of America,0,0,Owned,Active,ATM,ATM,0,each,0,48,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,YA23,14,ATM-Fairborn Hebble - NC9224,133 Hebble Ave,,Fairborn,OH,45324-4937,Greene County,Unknown,United States of America,39.8038,-84.0226,Owned,Active,ATM,ATM,0,each,0,48,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,B295,14,ATM-Forest Park,699 Northland Blvd,,Forest Park,OH,45240-3215,Hamilton County,City of Forest Park,United States of America,39.279472,-84.500031,Leased,Active,ATM,ATM,0,each,0,48,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,A035,14,ATM-Ft. Wright - Kyles Lane,10 Kyles Ln,,Fort Wright,KY,41011-5196,Kenton County,City of Fort Wright,United States of America,39.061149,-84.539589,Groundlease,Active,ATM,ATM,0,each,0,48,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,B329,14,ATM-Greenhills,46 Eswin St,,Greenhills,OH,45218-1405,Hamilton County,Unknown,United States of America,39.269341,-84.522469,Leased,Active,ATM,ATM,0,each,0,48,square-feet
R14,TERRITORY 14 Southern Ohio - Northern Kentucky,YA31,14,ATM-Harshman Station - NC9295,2073 Harshman Rd,,Riverside,OH,45424-5023,Cuyahoga County,City of Riverside,United States of America,39.799904,-84.129801,Leased,Active,ATM,ATM,0,each,0,200,square-feet
